title;price;place a;place b;place c;size;lat;long
Mirijevo, Zvezdara;111.110,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";63,49;44.7854051;20.5461547
Salonac 4.0 na odličnoj lokaciji idealan za poslov;378.000,00;"Beograd ";"Opština Stari grad ";"Centar ";135;34.8325353;-92.1873959
Patrijarha Joanikija, Vidikovac, Rakovica;160.000,00;"Beograd ";"Opština Rakovica ";"Vidikovac ";140;44.7383997;20.4205895
Jurija Gagarina, Blok 61, Novi Beograd;149.900,00;"Beograd ";"Opština Novi Beograd ";Blok 61;74;44.8033864;20.3699008
Banovo brdo - novogranja ID#3556;174.900,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";66;44.7767729;20.4155629
Banovo brdo - novogranja ID#3555;184.470,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";68;44.7767729;20.4155629
Banopvo brdo - novogradnja ID#3554;162.560,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";60;44.7767729;20.4155629
Banovo brdo - novogradnja ID#3553;163.700,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";60;44.7767729;20.4155629
Mirijevo, Matice srpske, 59m2 ID#42794;122.500,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";59;44.7854051;20.5461547
Banovo brdo - novogradnja ID#3557;355.900,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";132;44.7767729;20.4155629
Centar-Dobrinjska, 250m2, pr, eg, uknj.;500.000,00;"Beograd ";"Opština Savski venac ";"Beograđanka ";250;44.8072274;20.4635488
Kod Hrama, 73m2, I, t-pumpa, uknj., lux, novo;445.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";73;44.7981382;20.4690468
Kod Hrama, 78m2, II, tp, uknj., lux, novo;479.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";78;44.7981382;20.4690468
Blok 62,Dušana Vukasovića,2.0/3.0,76m2,lođa;147.000,00;"Beograd ";"Opština Novi Beograd ";Blok 62;76;44.8039695;20.376525
Vjekoslava Afrića, Mirijevo, Zvezdara;160.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";75;44.7854051;20.5461547
Autokomanda, Ustanička, 114m2 ID#4232111;230.000,00;"Beograd ";"Opština Voždovac ";"Autokomanda ";114;44.7902717;20.46634
Lazara Kujundžića, Banovo brdo, Čukarica;232.512,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";83,04;44.7767729;20.4155629
Lazara Kujundžića, Banovo brdo, Čukarica;232.512,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";83,04;44.7767729;20.4155629
Borca, 2,5, 90m2, 5/5;140.000,00;"Beograd ";"Opština Palilula ";"Borča ";96;44.8787385;20.4667137
Odličan stan na dobroj lokaciji ID#118368;140.000,00;"Beograd ";"Opština Voždovac ";"Vojvode Stepe ";70;44.7608581;20.4848359
Profesorska kolonija, 74m2, III, ta/cg, uknj.;220.000,00;"Beograd ";"Opština Palilula ";"Hadžipopovac ";74;44.81188059999999;20.4833634
Kod Vuka, 86m2, I, cg, uknj.;253.700,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";86;44.8046413;20.4832729
Severni bulevar, 27m2, np, eg, uknj.;57.000,00;"Beograd ";"Opština Zvezdara ";"Severni bulevar ";27;44.8103739;20.4933597
Lekino brdo, 80m2, I, t.pumpa, uknj.;228.000,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";80;44.7891937;20.4947692
Blok 72 prodaja stana 94m2;350.000,00;"Beograd ";"Opština Novi Beograd ";Blok 61;94;44.8033864;20.3699008
Prodaja stana Karaburma 109m2;199.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";109;44.8172662;20.509558
Vracar, 4,0, 95m2, 2/4;303.400,00;"Beograd ";"Opština Vračar ";"Čubura ";95;44.7954768;20.4773131
Banovo brdo - novogranja ID#3552;184.400,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";68;44.7767729;20.4155629
Vračar, Kalenić pijaca ID#3959;170.000,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";60;44.8001747;20.475769
Beograd na vodi, Dr Aleksandra Kostića, 112m2 me;240.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";112;44.80488280000001;20.448043
Mirijevo, Rudi Čajeveca, duplex 121m2 ID#3656;182.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";121;44.7854051;20.5461547
Braće Jerkovic,dvosoban 47m2 ID#4228;143.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";47;44.7705535;20.4943111
BW Kula, bez provizije, lux ID#1159;642.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";73,44;44.80488280000001;20.448043
Kosa kvart, sa dvorištem ID#4227;176.828,00;"Beograd ";"Opština Novi Beograd ";Bežanijska kosa 1;63,04;44.82207529999999;20.3882486
Hram, Dubljanska, 74m2+7m2terasa ID#3793;236.800,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";81;44.7981382;20.4690468
Aviv Park, Podujevska, 62m2 ID#3236;159.000,00;"Beograd ";"Opština Zvezdara ";"Cvetkova pijaca ";62;44.7929494;20.5037812
Zvezdara, Čardaklijina, 3.0, 78m2 ID#1817;199.000,00;"Beograd ";"Opština Zvezdara ";"Olimp ";78;null;null
Stan u Majke Angeline, Zvezdara;100.000,00;"Beograd ";"Opština Zvezdara ";"Kluz ";50;46.7712101;23.6236353
Mirijevo, Zvezdara;104.755,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";59,86;44.7854051;20.5461547
Mirijevo, Zvezdara;104.075,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";59,47;44.7854051;20.5461547
Potpuno nov stan sa velikom terasom od 40kv;89.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";54,48;44.7854051;20.5461547
Penthouse u Svetozara Markovića;550.000,00;"Beograd ";"Opština Vračar ";"Centar ";152;34.8325353;-92.1873959
Požeška , Banovo brdo, Čukarica;108.900,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";53;44.7767729;20.4155629
Vračar, Neimar - Mlade Bosne 85m2;230.000,00;"Beograd ";"Opština Vračar ";"Neimar ";85;null;null
Vračar, Hram Sv. Save - Hadži Melentijeva 94m2;316.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";94;44.7981382;20.4690468
Vračar, Hram Sv. Save - Katanićeva, 120m2;380.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";120;44.7981382;20.4690468
Dimitrija Tucovića, 96m2, VI, eg, u izgradnji ID#;250.692,00;"Beograd ";"Opština Zvezdara ";"Đeram pijaca ";96;44.80133319999999;20.4872266
Beograd na vodi, zgrada Riviera , 191m2;1.139.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";190,91;44.80488280000001;20.448043
Učiteljsko naselje, 1.5, 34m2, odličan ID#1339;64.500,00;"Beograd ";"Opština Zvezdara ";"Učiteljsko naselje ";34;44.7875437;20.5068282
Denkova bašta – novija gradnja – 1% provizija;127.000,00;"Beograd ";"Opština Zvezdara ";"Učiteljsko naselje ";45;44.7875437;20.5068282
5,0 Centar ,Botanicka basta ,raskosan ,luksuzan st;770.000,00;"Beograd ";"Opština Palilula ";"Botanička bašta ";235;null;null
Cukarica Cukaricka Padina 31m2 T;86.000,00;"Beograd ";"Opština Čukarica ";"Čukarička padina ";31;44.7791826;20.4058581
Palilula - Cvijićeva ID#1187;149.990,00;"Beograd ";"Opština Palilula ";"Cvijićeva ";52;44.8123097;20.4784131
Karaburma, Dragoslava Srejovića, 56m2 ID#43647;103.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";56;44.8172662;20.509558
3.0 luksuzan stan kod Ada Molla - Radnička ID#1597;170.000,00;"Beograd ";"Opština Čukarica ";"Čukarička padina ";60;44.7791826;20.4058581
0.5 stan na Zvezdari, Milovana Vidakovića ID#1596;48.000,00;"Beograd ";"Opština Zvezdara ";"Veliki Mokri Lug ";25;44.7574333;20.5254314
BW-Beograd na vodi-Namešten-Lux-Garažno mesto ID#2;269.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";56;44.80488280000001;20.448043
Hotel M, 69m2, II, cg, uknj.;266.000,00;"Beograd ";"Opština Voždovac ";"Hotel M ";69;41.129266;-75.36329400000001
Lux duplex sa tri parking mesta;425.000,00;"Beograd ";"Opština Voždovac ";"Naselje Stepa Stepanović ";200;44.75355;20.49656
Odličan, kompletno renoviran stan na top lokaciji;175.000,00;"Beograd ";"Opština Voždovac ";"Braće Jerković ";75;44.7705535;20.4943111
Zvezdara- kod pijace, novogradnja, 44m2, sa Garaz.;125.000,00;"Beograd ";"Opština Zvezdara ";"Cvetkova pijaca ";44;44.7929494;20.5037812
Karaburma, Marijane Gregoran, 47m2 ID#43636;105.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";47;44.8172662;20.509558
Stan na top lokaciji ID#113811;140.000,00;"Beograd ";"Opština Voždovac ";Medaković 3;104;44.7722771;20.5079556
Kod Hrama, 78m2, I, tp, uknj., lux, novo;479.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";78;44.7981382;20.4690468
Crveni krst, 95m2, vpr, eg, renoviran, uk. ID#7839;250.000,00;"Beograd ";"Opština Vračar ";"Crveni krst ";95;44.795856;20.4882292
Banovo brdo, 61m2, pr, cg, uknj.;160.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";61;44.7767729;20.4155629
Centar, novogradnja, Deluxe, uknjižen, ID 2905;595.000,00;"Beograd ";"Opština Stari grad ";"Takovska ";220;44.8132855;20.472144
Beograd na vodi, zgrada Aurora,118m2;448.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";118,08;44.80488280000001;20.448043
BW Residence 215m2, velika terasa/basta, pogled re;895.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";215;44.80488280000001;20.448043
Novi Beograd, Blok 44, Gandijeva 84 m2;134.400,00;"Beograd ";"Opština Novi Beograd ";Blok 44 (TC Piramida);84;44.8019065;20.3869173
Dušanovac - Ustanička, kod pošte ID#3518;229.000,00;"Beograd ";"Opština Voždovac ";"Dušanovac ";114;44.7817724;20.4820974
Stari grad, Stara Hercegovina, Vojvode Dobrnjca, 1;195.000,00;"Beograd ";"Opština Stari grad ";"Gundulićev venac ";127;44.8203336;20.4690457
Savski venac, Dedinje, Miloja Đaka, 117m2;350.000,00;"Beograd ";"Opština Savski venac ";"Dedinje ";117;44.77406879999999;20.4560195
Stan Novi Beograd - Blok 29;220.000,00;"Beograd ";"Opština Novi Beograd ";Blok 29;77;44.8157598;20.4171526
Izvandredan salonac u urednoj zgradi ID#119902;400.000,00;"Beograd ";"Opština Stari grad ";"Trg Republike ";121;46.0508788;14.5009992
Vračar-Neimar-Hadzi Milentijeva;330.000,00;"Beograd ";"Opština Vračar ";"Neimar ";104;null;null
Bulevar Arsenija Čarnojevića ID#1351;215.000,00;"Beograd ";"Opština Novi Beograd ";Blok 38;98;44.8180749;20.4047095
Jakova Galusa, Jajinci, Voždovac;130.000,00;"Beograd ";"Opština Voždovac ";"Jajinci ";76;44.7422868;20.4838946
Stari grad, Gundulićev venac, Budimska, 75.6 m2;199.000,00;"Beograd ";"Opština Stari grad ";"Gundulićev venac ";75,60;44.8203336;20.4690457
Žarkovo Repiška prodaja stana;124.840,00;"Beograd ";"Opština Čukarica ";"Žarkovo ";74;44.7615346;20.4130631
Prodaja 3 zasebna renovirana stana;219.000,00;"Beograd ";"Opština Vračar ";"Beogradska ";110;44.8125449;20.46123
Adaptibilan stan na top lokaciji ID#116012;130.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";53;44.8252158;20.460523
Stan u lux naselju ID#119183;290.000,00;"Beograd ";"Opština Voždovac ";"Saobraćajni fakultet ";88;44.7658643;20.4832307
Beograd, Centar (Savski venac), Stan, 4.0, 180m2;900.000,00;"Beograd ";"Opština Savski venac ";"Centar ";180;34.8325353;-92.1873959
4.0 Stan Borča centar 2 ID#1741;132.500,00;"Beograd ";"Opština Palilula ";"Borča ";106,32;44.8787385;20.4667137
2.5 Stan Novogradnja Borča ID#1650;89.100,00;"Beograd ";"Opština Palilula ";"Borča ";54;44.8787385;20.4667137
1.0 Stan Novogradnja Borča centar 1 ID#1652;51.150,00;"Beograd ";"Opština Palilula ";"Borča ";31;44.8787385;20.4667137
2.5 Stan Borča centar1 novogradnja ID#1653;97.350,00;"Beograd ";"Opština Palilula ";"Borča ";59;44.8787385;20.4667137
+Voždovac sf 14655;82.000,00;"Beograd ";"Opština Voždovac ";"Centar ";36;34.8325353;-92.1873959
2.0 Stan Borča 1 ID#1110;43.560,00;"Beograd ";"Opština Palilula ";"Borča ";36;44.8787385;20.4667137
- Voždovac sf 14454;120.000,00;"Beograd ";"Opština Voždovac ";"Kumodraž ";54;44.73943329999999;20.5098129
Prodaja 5.0 stana Sarajevska 123m2;305.000,00;"Beograd ";"Opština Savski venac ";"Sarajevska ";123;44.8029445;20.4541963
Blok 64, Gandijeva, 78 m2 + terasa;144.000,00;"Beograd ";"Opština Novi Beograd ";Blok 64;78;44.808996;20.3917616
Novogradnja,Vukov spomenik, 85,93m2, cena bez PDV-;281.249,00;"Beograd ";"Opština Zvezdara ";"Vukov Spomenik ";85,93;44.8046413;20.4832729
Takovska, 143m2, VII, cg, u izgradnji, lux ID#8185;565.210,00;"Beograd ";"Opština Palilula ";"Centar ";143;34.8325353;-92.1873959
Takovska, 77m2, VI, cg, u izgradnji, lux ID#81856;302.940,00;"Beograd ";"Opština Palilula ";"Centar ";77;34.8325353;-92.1873959
Takovska, 106m2, V, cg, u izgradnji, lux ID#81855;420.037,00;"Beograd ";"Opština Palilula ";"Centar ";106;34.8325353;-92.1873959
Takovska, 107m2, IV, cg, u izgradnji, lux ID#81854;422.690,00;"Beograd ";"Opština Palilula ";"Centar ";107;34.8325353;-92.1873959
Zvezdara, Mirijevo, Vitezova Karađorđeve zvezde, 6;125.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";66;44.7854051;20.5461547
3.5 Šumatovačka ID#116366;198.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";80;44.7981382;20.4690468
Mirijevo, Mese Selimovica;155.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";72;44.7854051;20.5461547
Lekino brdo - Kolašinska 78m2;187.000,00;"Beograd ";"Opština Voždovac ";"Lekino brdo ";78;44.7891937;20.4947692
Lux novogradnja sa parking mestom ID#121988;93.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";54;44.7854051;20.5461547
Lux novogradnja sa parking mestom ID#121990;110.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";54;44.7854051;20.5461547
Konjarnik - Ustanička ID#3610;160.000,00;"Beograd ";"Opština Voždovac ";"Konjarnik ";68;44.7827202;20.5067648
Šumice - Ustanička ID#3611;160.000,00;"Beograd ";"Opština Voždovac ";"Šumice ";68;44.7856266;20.4912167
Povoljno 3.0 stan na odlićnoj lokaciji ID#1321;160.000,00;"Beograd ";"Opština Zvezdara ";"Olimp ";100;null;null
Bele vode, Novogradnja, 52m2, 2,5, Siva faza, park;78.000,00;"Beograd ";"Opština Čukarica ";"Bele vode ";52;44.7501553;20.4028275
Senjak - Bulevar vojvode Mišića 126kvm(76+50);239.000,00;"Beograd ";"Opština Savski venac ";"Senjak ";126;44.7921816;20.4375457
Blok 21, odlična lokacija, odmah useljiv 3.0 stan;189.000,00;"Beograd ";"Opština Novi Beograd ";Blok 21;68;44.8145051;20.4303868
Cerak vinogradi duplex ID#118190;195.000,00;"Beograd ";"Opština Čukarica ";"Cerak vinogradi ";110;44.7453393;20.422222
Odličan stan na Kalvariji ID#108217;300.000,00;"Beograd ";"Opština Zemun ";"Kalvarija ";161;54.4156509;23.2236949
Funkcionalan stan na odličnoj lokaciji ID#121083;183.600,00;"Beograd ";"Opština Novi Beograd ";"Arena ";56;null;null
Beograd, Voždovac, Stan, 3.0, 61m2;128.100,00;"Beograd ";"Opština Voždovac ";"FON - Bilećka ";61;44.7677617;20.4786785
Beograd, Voždovac, Stan, 5.0, 113m2;237.300,00;"Beograd ";"Opština Voždovac ";"FON - Bilećka ";113;44.7677617;20.4786785
Beograd, Voždovac, Stan, 2.0, 52m2;109.200,00;"Beograd ";"Opština Voždovac ";"FON - Bilećka ";52;44.7677617;20.4786785
Prodaja stana Barajevo ID#1008;68.000,00;"Beograd ";"Opština Barajevo ";"Gaj ";80;null;null
Prodaja ,Mirijevo,1.5,45m2 ID#1035;53.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";43;44.7854051;20.5461547
6,0 Vracar , blizina Cuburskog parka , luksuzan pe;929.900,00;"Beograd ";"Opština Vračar ";"Čubura ";228;44.7954768;20.4773131
Novi Beograd Blok 45 47m2 T;120.000,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);47;44.7983726;20.3743625
Blok 45 odlicna lokacija, uknjizen;155.000,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);60;44.7983726;20.3743625
2.5 53m2 Voždovac - Milovana Šaranovića;90.000,00;"Beograd ";"Opština Voždovac ";"Vitanovačka ";53;44.7781744;20.4774302
Takovska, 80m2, III, cg, u izgradnji, lux ID#81853;314.859,00;"Beograd ";"Opština Palilula ";"Centar ";80;34.8325353;-92.1873959
Takovska, 82m2, III, cg, u izgradnji, lux ID#81852;323.492,00;"Beograd ";"Opština Palilula ";"Centar ";82;34.8325353;-92.1873959
Dorćol, S.Bana, 3.5, 104m2, T, bez ulaganja.;350.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";104;44.8252158;20.460523
3.0 soban stan, Cvetkova pijaca;198.000,00;"Beograd ";"Opština Zvezdara ";"Cvetkova pijaca ";78;44.7929494;20.5037812
Rakovica-Kanarevo brdo-80m2-;135.000,00;"Beograd ";"Opština Rakovica ";"Kanarevo brdo ";80;44.7540124;20.4534458
Namešten + garaža;20.500,00;"Beograd ";"Opština Palilula ";"Padinska skela ";40;44.9435806;20.4258653
BW - Kings Park, bez provizije za kupce, ID 18338;698.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";157,05;44.80488280000001;20.448043
BW - Kings Park - bez provizije za kupce, ID 18336;440.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";106;44.80488280000001;20.448043
Lipov lad, novogradnja, garaža, ID 19513;180.000,00;"Beograd ";"Opština Zvezdara ";"Lipov lad ";64;44.7953694;20.4940689
Gandijeva Blok 70 Novi Beograd Beograd Srbija;215.000,00;"Beograd ";"Opština Novi Beograd ";Blok 70 (kineski tržni centar);67;44.80285809999999;20.3931315
Beograd, Šumice, Ljermontova;115.000,00;"Beograd ";"Opština Voždovac ";"Šumice ";47;44.7856266;20.4912167
Savski Venac Slavija 99m2 2t;270.000,00;"Beograd ";"Opština Vračar ";"Slavija ";99;44.8027838;20.465944
Čukarica, Banovo Brdo;230.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";100;44.7767729;20.4155629
4.0 stan u bloku 29, Bul.Arsenija Čarnojevića ID#1;220.000,00;"Beograd ";"Opština Novi Beograd ";Blok 29;82;44.8157598;20.4171526
Palilula - Višnjička banja, duplex;82.000,00;"Beograd ";"Opština Palilula ";"Višnjička Banja ";53;44.82226;20.534591
Cvetkova pijaca - Čardaklijina ID#1244;204.500,00;"Beograd ";"Opština Zvezdara ";"Cvetkova pijaca ";78;44.7929494;20.5037812
Cvijićeva Palace-4.0 stan-Nova dimenzija luksuza;369.600,00;"Beograd ";"Opština Palilula ";"Cvijićeva ";105;44.8123097;20.4784131
Parkview, Beograd na vodi, lux, kompletno namešten;379.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";83;44.80488280000001;20.448043
Zvezdara - kod TC Aviv - 40kvm;100.000,00;"Beograd ";"Opština Zvezdara ";"Konjarnik ";40;44.7827202;20.5067648
Kod Hrama, 185(2T) ,noviji, sa dva garažna mesta;680.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";185;44.7981382;20.4690468
Zemun, 239+240++77+2G, Pregrevica -Lux novogradnja;550.000,00;"Beograd ";"Opština Zemun ";"Gornji grad ";239;46.2961712;14.8062347
Dušanovac, noviji 3.5, 85(2T), mog. garaž. mesta;245.000,00;"Beograd ";"Opština Voždovac ";"Dušanovac ";85;44.7817724;20.4820974
Bogoslovija, 97m2, V, eg, uk. ID#79269;147.000,00;"Beograd ";"Opština Palilula ";"Bogoslovija ";97;44.8151594;20.488473
Prodaja stana - Mića Radakovića - Zemun;130.000,00;"Beograd ";"Opština Zemun ";"Save Kovačevića ";60;44.793881;20.5275571
Blok 22, blizina Sava Centra 65+T, useljiv,;190.000,00;"Beograd ";"Opština Novi Beograd ";Blok 22;65;44.811609;20.4264583
Stari Košutnjak 92+T najlepši deo blizu zelenila;185.000,00;"Beograd ";"Opština Rakovica ";"Stari Košutnjak ";92;44.7570589;20.4457953
Bulevar - Lion 58+2, dvostrano orijentisan;145.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";58;null;null
Prodaja stana na Zvezdari 1.5. ID#1100;86.000,00;"Beograd ";"Opština Zvezdara ";"Zeleno brdo ";37;44.7900404;20.5193333
Husinskih rudara, Karaburma, Palilula;92.000,00;"Beograd ";"Opština Palilula ";"Karaburma ";57;44.8172662;20.509558
Mirijevo,Vitezova Karađorđeve Zvezde,66m2 ID#42214;125.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";66;44.7854051;20.5461547
Prodaja stana Miljakovac 2.0, 61m2 ID#1099;130.000,00;"Beograd ";"Opština Rakovica ";"Miljakovac ";61;44.7470721;20.4518071
Bežanijska kosa I, 100m2, III, cg, uk. ID#80360;190.000,00;"Beograd ";"Opština Novi Beograd ";Bežanijska kosa 1;100;44.82207529999999;20.3882486
Zamena 2 stana u Zemunu za veci;250.000,00;"Beograd ";"Opština Zemun ";"Meandri ";87;null;null
Stan na uglu sa Dubrovačkom, ima svoje parking mes;350.000,00;"Beograd ";"Opština Stari grad ";"Dorćol ";100;44.8252158;20.460523
Rakovica,Petlovo Brdo;63.000,00;"Beograd ";"Opština Rakovica ";"Petlovo brdo ";41;44.7220194;20.4242951
Kulina Bana, 4.5, lux dupleks, garaža;255.000,00;"Beograd ";"Opština Zvezdara ";"Crveni krst ";133;44.795856;20.4882292
Savski venac, Savski trg - Risanska, 64m2;160.000,00;"Beograd ";"Opština Savski venac ";"Savski trg - Pristanište ";64;44.8083711;20.4570323
kod Hrama Sv.Save ID#3418;309.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";90;44.7981382;20.4690468
Zvezdara, Zeleno brdo, Lošinjska, 37m2;86.000,00;"Beograd ";"Opština Zvezdara ";"Zeleno brdo ";37;44.7900404;20.5193333
BW Aria, 82m2, neuseljavan ID#4663;355.000,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";82;44.80488280000001;20.448043
BW - King`s Park, bez provizije za kupce, ID 18514;351.888,00;"Beograd ";"Opština Savski venac ";"Beograd na vodi ";81;44.80488280000001;20.448043
Hanibala Lucića, Medaković, 33 m2, 1.o,pr. ID#2001;72.600,00;"Beograd ";"Opština Voždovac ";Medaković 1;33;44.7757766;20.505115
Bulevar,Lion,dvoiposoban 77m2,uknjižen;185.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";77;null;null
Galenika, nadogradnja-dupleks, 57+30kvm ID#2084;135.000,00;"Beograd ";"Opština Zemun ";"Galenika ";57;44.85708289999999;20.3672942
Lux stan,oaza mira u centru grada;214.900,00;"Beograd ";"Opština Savski venac ";"Kneza Miloša ";75;44.8083301;20.4635596
FON, novogradnja, uknjižen, ID 7558;75.000,00;"Beograd ";"Opština Voždovac ";"FON - Bilećka ";35;44.7677617;20.4786785
Lep udoban stan ID#102854;75.500,00;"Beograd ";"Opština Voždovac ";"TC Stadion ";33;44.7750517;20.4903207
Stan na top lokaciji ID#121403;195.000,00;"Beograd ";"Opština Zvezdara ";"Mali Mokri Lug ";57;44.7744443;20.53607
Jurija Gagarina Blok 45 Novi Beograd Beograd Sr...;148.000,00;"Beograd ";"Opština Novi Beograd ";Blok 45 (TC Enjub);55;44.7983726;20.3743625
Stan 48m2 VPR u Studentskoj ulici;130.000,00;"Beograd ";"Opština Novi Beograd ";Blok 3;48;44.8253168;20.4047852
Novi Beograd-Ledine- Grand kafa, 3,0 s, 71 m2;130.000,00;"Beograd ";"Opština Novi Beograd ";"Ledine ";71;44.8035245;20.3432558
Beograd, Cvetkova pijaca, Čardaklijina;199.000,00;"Beograd ";"Opština Zvezdara ";"Cvetkova pijaca ";78;44.7929494;20.5037812
Zvezdara, Lion - Radoja Domanovića 52m2;89.000,00;"Beograd ";"Opština Zvezdara ";"Lion ";52;null;null
Mirijevo, Teodora Mirijevskog;55.000,00;"Beograd ";"Opština Zvezdara ";"Mirijevo ";42;44.7854051;20.5461547
Višnjica, 2.5, 53m2, dupleks, nov, luks;80.000,00;"Beograd ";"Opština Palilula ";"Višnjica ";53;44.8282294;20.5479417
Višnjička Banja,Despotovačka,53m2 ID#42787;82.000,00;"Beograd ";"Opština Palilula ";"Višnjička Banja ";53;44.82226;20.534591
Voždovac, Autokomanda - Ranka Tajsića 31m2;123.000,00;"Beograd ";"Opština Voždovac ";"Autokomanda ";31;44.7902717;20.46634
Delimično renoviran 2.0 stan, 55m2 ID#1400;123.000,00;"Beograd ";"Opština Čukarica ";"Banovo brdo ";55;44.7767729;20.4155629
Kod P.brega Banjica 32,29 m2, 1,5 pr/3 lift eg;67.809,00;"Beograd ";"Opština Voždovac ";"Banjica ";32,29;44.7621061;20.4683341
Vračar, Kalenić - Tomaša Ježa;344.900,00;"Beograd ";"Opština Vračar ";"Kalenić pijaca ";102;44.8001747;20.475769
Beograd, Železnik, Osmog marta;135.000,00;"Beograd ";"Opština Čukarica ";"Železnik ";122;44.7285926;20.3749395
Blok 23,M.Milankovića,85m2+2lođe,X/11,Cg,uknjižen;237.000,00;"Beograd ";"Opština Novi Beograd ";Blok 23;85;44.8084235;20.4240856
Novi Beograd, Blok 29 - 3.0, 77m2;220.000,00;"Beograd ";"Opština Novi Beograd ";Blok 29;77;44.8157598;20.4171526
Strahinjića bana, 3.5, T, bez ulaganja!;350.000,00;"Beograd ";"Opština Stari grad ";"Centar ";104;34.8325353;-92.1873959
Vračar, Hram Sv. Save - Katanićeva 120m2;380.000,00;"Beograd ";"Opština Vračar ";"Hram svetog Save ";120;44.7981382;20.4690468
Stan sa dva garažna mesta ID#40198;185.000,00;"Beograd ";"Opština Zvezdara ";"Kluz ";91;46.7712101;23.6236353
Hala Pionir,Zdravka Čelara,74m2 ID#42777;220.000,00;"Beograd ";"Opština Palilula ";"Centar ";74;34.8325353;-92.1873959
Zemun, u izgradnji, parking mesto, ID 19151;172.900,00;"Beograd ";"Opština Zemun ";"Gornji grad ";79;46.2961712;14.8062347
Savski venac - Dr Aleksandra Kostića 112m2;240.000,00;"Beograd ";"Opština Savski venac ";"Palata pravde ";112;44.8050588;20.4539077
A blok, lux stan sa baštom, novogradnja, namešten;200.000,00;"Beograd ";"Opština Novi Beograd ";Blok 67a (A blok);35;44.8061288;20.4015421
Palilula, Profesorska kolonija - Cvijićeva 84m2;210.000,00;"Beograd ";"Opština Palilula ";"Profesorska kolonija ";84;44.8148751;20.4802817
Voždove kapije, Vojvode Stepe, 88m2 ID#40769;279.500,00;"Beograd ";"Opština Voždovac ";"Vojvode Stepe ";88;44.7608581;20.4848359
Voždovac, Vojvode Vlahovića, 81m2+ 2 garažna mesta;185.000,00;"Beograd ";"Opština Voždovac ";"Mitrovo Brdo ";81;44.7632321;20.500293
