title;price;place a;place b;place c;size;lat;long
Beograd, Sarajevska, Stan, 1.5, 60m2;800,00;Beograd ;Opština Savski venac ;Sarajevska ;"60";44.8029445;20.4541963
Beograd, Crveni krst, Stan, 2.0, 70m2;1.000,00;Beograd ;Opština Vračar ;Crveni krst ;"70";44.795856;20.4882292
Beograd, Labudovo brdo, Stan, 1.5, 32m2;300,00;Beograd ;Opština Rakovica ;Labudovo brdo ;"32";44.7281854;20.4235866
Beograd, Banovo brdo, Stan, 1.5, 44m2;500,00;Beograd ;Opština Čukarica ;Banovo brdo ;"44";44.7767729;20.4155629
Vračar, novija grada, garaža, ID 1758;1.200,00;Beograd ;Opština Vračar ;Čubura ;"64";44.7954768;20.4773131
Beograd, Djeram pijaca, Stan, 1.0, 35m2;400,00;Beograd ;Opština Zvezdara ;Đeram pijaca ;"35";44.80133319999999;20.4872266
Beograd, Hram svetog Save, Stan, 2.0, 80m2;2.000,00;Beograd ;Opština Vračar ;Hram svetog Save ;"80";44.7981382;20.4690468
Beograd, Karaburma, Stan, 2.0, 65m2;400,00;Beograd ;Opština Palilula ;Karaburma ;"65";44.8172662;20.509558
Izdajem stan kod Djeram pijace;330,00;Beograd ;Opština Zvezdara ;Đeram pijaca ;"30";44.80133319999999;20.4872266
Odlična garsonjera za izdavanje na Vračaru,27m2;500,00;Beograd ;Opština Vračar ;Hram svetog Save ;"27";44.7981382;20.4690468
Odličan, prostran stan, garaža, Vračar, ID 6148;3.000,00;Beograd ;Opština Vračar ;Čubura ;"230";44.7954768;20.4773131
Novi Beograd, Blok 63 - Jurija Gagarina;1.000,00;Beograd ;Opština Novi Beograd ;Blok 63;"105";44.805903;20.3823845
Stan za izdavanje,Voždovac,2.0,45m2;400,00;Beograd ;Opština Voždovac ;Šumice ;"45";44.7856266;20.4912167
Bulbuder, Ljubice Luković, 35m2, renta ID#43530;400,00;Beograd ;Opština Zvezdara ;Bulbulder ;"35";44.8028978;20.492606
Bežanijska kosa - Bezanijska Kosa 2 ID#50869;1.100,00;Beograd ;Opština Novi Beograd ;Bežanijska kosa 2;"130";44.8189019;20.3858748
Garsonjera zaposlenoj osobi;200,00;Beograd ;Opština Voždovac ;Jajinci ;"30";44.7422868;20.4838946
Senjak, Kursumlijska, 4.0, 140 m2;2.500,00;Beograd ;Opština Savski venac ;Senjak ;"140";44.7921816;20.4375457
Đeram pijaca, Gvozdićeva, 36m2 ID#4815;800,00;Beograd ;Opština Zvezdara ;Đeram pijaca ;"36";44.80133319999999;20.4872266
Izdajem garsonjeru jednoj ženskoj osobi;150,00;Beograd ;Opština Novi Beograd ;Ledine ;"25";44.8035245;20.3432558
BW Magnolia, odmah useljiv, sa garažnim mestom ID#;2.150,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"80";44.80488280000001;20.448043
Izdajem jednosoban namesten stan;180,00;Beograd ;Opština Čukarica ;Bele vode ;"27";44.7501553;20.4028275
Odličan studio za idavanje na Novom Beogradu;500,00;Beograd ;Opština Novi Beograd ;Hotel Jugoslavija ;"30";44.8295445;20.4201481
Cvijiceva renoviran 2-soban stan;420,00;Beograd ;Opština Palilula ;Cvijićeva ;"37";44.8123097;20.4784131
Dvosoban stan, Mirijevo, Zvezdara;500,00;Beograd ;Opština Zvezdara ;Mirijevo ;"65";44.7854051;20.5461547
Učiteljsko naselje, novogradnja, odličan, ID 18844;450,00;Beograd ;Opština Zvezdara ;Učiteljsko naselje ;"33";44.7875437;20.5068282
Slavija stan;700,00;Beograd ;Opština Vračar ;Slavija ;"31";44.8027838;20.465944
Za preporuku, garsonjera na Obilićevom vencu;900,00;Beograd ;Opština Stari grad ;Obilićev venac ;"24";44.8162419;20.4571706
Blok 62, Dušana Vukasovića, 83 m2 sa garažom;750,00;Beograd ;Opština Novi Beograd ;Blok 62;"83";44.8039695;20.376525
Vračar, Maksima Gorkog, 3.0, 68 m2 + garažno mesto;850,00;Beograd ;Opština Vračar ;Južni bulevar ;"68";44.793588;20.4809591
1.5 stan kod Hrama Svetog Save, Novopazarska ID#16;550,00;Beograd ;Opština Vračar ;Hram svetog Save ;"42";44.7981382;20.4690468
Novogradnja Zemun ID#1279;500,00;Beograd ;Opština Zemun ;Galenika ;"47";null;null
Hram Svetog Save, 1.0 namešten ID#15964;500,00;Beograd ;Opština Vračar ;Hram svetog Save ;"26";44.7981382;20.4690468
Izdajemo dvosoban stan na Vračaru, 45m2;800,00;Beograd ;Opština Vračar ;Južni bulevar ;"45";44.793588;20.4809591
Svetao stan, novija zgrada, Mirijevo, ID 3554;400,00;Beograd ;Opština Zvezdara ;Mirijevo ;"40";44.7854051;20.5461547
Vračar, Cvetni trg, , 3.0, 40m2;600,00;Beograd ;Opština Vračar ;Cvetni trg ;"40";44.8056269;20.4653886
Zemun, Galenika, Lazara Mamuzića, 4.0, 120m2;1.200,00;Beograd ;Opština Zemun ;Galenika ;"120";null;null
Voždovac, Lekino brdo, , 3.5, 95m2;1.000,00;Beograd ;Opština Voždovac ;Lekino brdo ;"95";44.7891937;20.4947692
Vračar, Južni bulevar, , 3.0, 62m2;1.470,00;Beograd ;Opština Vračar ;Južni bulevar ;"62";44.793588;20.4809591
Stari grad, Dorćol, , 3.0, 70m2;1.100,00;Beograd ;Opština Stari grad ;Dorćol ;"70";44.8252158;20.460523
Savski venac, Savski trg, Sarajevska, 2.0, 64m2;900,00;Beograd ;Opština Savski venac ;Savski trg - Pristanište ;"64";44.8083711;20.4570323
Vračar, Kalenić pijaca, , 3.0, 72m2;750,00;Beograd ;Opština Vračar ;Kalenić pijaca ;"72";44.8001747;20.475769
Novi Beograd, Fontana, Studentska, 2.0, 43m2;550,00;Beograd ;Opština Novi Beograd ;Fontana ;"43";34.0922335;-117.435048
Izdajem stan 42m2 Bogoslovija;480,00;Beograd ;Opština Palilula ;Bogoslovija ;"42";44.8151594;20.488473
Hala Pionir, 54m2, III, cg, namešten ID#83443;1.200,00;Beograd ;Opština Palilula ;Centar ;"54";34.8325353;-92.1873959
Kluz, 2.0 namešten ID#2540;800,00;Beograd ;Opština Zvezdara ;Kluz ;"50";46.7712101;23.6236353
Crveni krst, 2.0 nov namešten ID#2541;1.000,00;Beograd ;Opština Zvezdara ;Crveni krst ;"64";44.795856;20.4882292
Renoviran lux, namesten;390,00;Beograd ;Opština Čukarica ;Cerak vinogradi ;"45";44.7453393;20.422222
Izdavanje, stan, Zivka Davidovica, 42m2, ID440;700,00;Beograd ;Opština Zvezdara ;Bulevar kralja Aleksandra ;"42";44.7882497;20.5167404
Slavija, 3.0 namešten ID#15961;1.200,00;Beograd ;Opština Vračar ;Pravni fakultet ;"85";null;null
Blok 72, 2.0 namešten ID#15962;500,00;Beograd ;Opština Novi Beograd ;Dr Ivana Ribara ;"57";44.8000403;20.3694329
Čubura, 2.0 namešten ID#15963;850,00;Beograd ;Opština Vračar ;Čubura ;"53";44.7954768;20.4773131
Stan 90 kvadratnih metara;250,00;Beograd ;Opština Grocka ;Kaluđerica ;"90";44.7522835;20.5559331
Izdajem stan kod Starog Merkatora;420,00;Beograd ;Opština Novi Beograd ;Stari Merkator ;"55";44.8280022;20.4125119
Stan 47m2;500,00;Beograd ;Opština Zvezdara ;Mirijevo ;"47";44.7854051;20.5461547
Lux pet-friendly Belville, 45 m2 sa parking mestom;1.200,00;Beograd ;Opština Novi Beograd ;Blok 67 (Belvil);"45";44.8054293;20.407693
Šumice,Kruševačka,renoviran,useljiv ID#15425;600,00;Beograd ;Opština Voždovac ;Šumice ;"51";44.7856266;20.4912167
Zvezdara Mirijevo 3-soban;400,00;Beograd ;Opština Zvezdara ;Mirijevo ;"52";44.7854051;20.5461547
Izdaje se 2.0-45kv,T-15kv,nov;350,00;Beograd ;Opština Palilula ;Višnjička Banja ;"45";44.82226;20.534591
Dobračina Trg republike Stari grad Beograd Srbija;1.800,00;Beograd ;Opština Stari grad ;Trg Republike ;"120";46.0508788;14.5009992
Odmah dostupan veliki stan u kući,Bežanijska kosa;600,00;Beograd ;Opština Novi Beograd ;Stara Bežanija ;"85";44.8072486;20.3718846
Dedinje VMA, 4.0 nov polunamešten ID#2241;1.000,00;Beograd ;Opština Savski venac ;VMA ;"98";null;null
Stepa Stepanović,3.0 lux nov ID#2363;900,00;Beograd ;Opština Voždovac ;Naselje Stepa Stepanović ;"70";44.75355;20.49656
Šumice,2.0 namešten ID#2468;650,00;Beograd ;Opština Voždovac ;Šumice ;"38";44.7856266;20.4912167
Centar, 1.5 stanovanje/PP ID#2470;450,00;Beograd ;Opština Palilula ;Centar ;"44";34.8325353;-92.1873959
Beograd, Beograd na vodi, Stan, 0.5, 32m2;1.000,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"32";44.80488280000001;20.448043
The One, nov, dve garaže, pravno lice, ID 19530;1.700,00;Beograd ;Opština Novi Beograd ;Blok 67a (A blok);"81";44.8061288;20.4015421
Centar, blizina Skadarlije i Bajlonija ID#4386;700,00;Beograd ;Opština Stari grad ;Bajlonijeva pijaca ;"43";44.81868;20.4671323
Višnjička banja, 72m2, dvosoban, namešten, terasa;380,00;Beograd ;Opština Palilula ;Višnjička Banja ;"72";44.82226;20.534591
Arena, 76m2, trosoban, namešten, dve terase;700,00;Beograd ;Opština Novi Beograd ;Arena ;"76";null;null
Izdajem stan 50m2;250,00;Beograd ;Opština Palilula ;Krnjača ;"50";44.8475573;20.5185941
Đeram,Kajmakčalanska,37m2,renta ID#44262;500,00;Beograd ;Opština Zvezdara ;Đeram pijaca ;"37";44.80133319999999;20.4872266
Zeptera, 2.0 lux, nov, garaža ID#15605;1.200,00;Beograd ;Opština Novi Beograd ;Blok 65;"56";44.8126665;20.3980309
Hotel YU,Prve pruge,opremljen,useljiv ID#14649;550,00;Beograd ;Opština Novi Beograd ;Hotel Jugoslavija ;"44";44.8295445;20.4201481
BW Terra, 4.0 lux, garaža ID#15779;2.200,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"119";44.80488280000001;20.448043
Zemun, 3.0 namešten, u kući, no foreigners ID#1193;400,00;Beograd ;Opština Zemun ;Donji grad ;"87";45.5573036;18.7214836
Bulbulder, poslovni prostor, renoviran ID#14265;1.250,00;Beograd ;Opština Zvezdara ;Bulbulder ;"150";44.8028978;20.492606
Dedinje, 3.0 lux namešten ID#15960;1.300,00;Beograd ;Opština Savski venac ;Dedinje ;"72";44.77406879999999;20.4560195
Odličan 3.5 stan kod Tašmajdana ID#1936;700,00;Beograd ;Opština Palilula ;Poštanska štedionica ;"56";null;null
Blok 45, renoviran, komforan, ID 1072;800,00;Beograd ;Opština Novi Beograd ;Blok 45 (TC Enjub);"60";44.7983726;20.3743625
Dvosoban salonac na Dorcolu;500,00;Beograd ;Opština Stari grad ;Dorćol ;"45";44.8252158;20.460523
Hram, lux, novogradnja, garaža, ID 17215;2.500,00;Beograd ;Opština Vračar ;Hram svetog Save ;"85";44.7981382;20.4690468
Renoviran stan na Dorćolu;800,00;Beograd ;Opština Stari grad ;Dorćol ;"46";44.8252158;20.460523
Beograd na vodi, zgrada Arcadia,82 m2;1.800,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"82";44.80488280000001;20.448043
Izdajem stan sve uracunato u cenu;250,00;Beograd ;Opština Zvezdara ;Cvetanova ćuprija ;"31";44.7674746;20.5139649
Preudoban apartman u najužem centru;600,00;Beograd ;Opština Stari grad ;Centar ;"40";34.8325353;-92.1873959
Denkova bašta, 3.0, 86m2 ID#1221;700,00;Beograd ;Opština Zvezdara ;Denkova bašta ;"86";44.7880311;20.5009891
Jurija Gagarina Blok 63 Novi Beograd Beograd Sr...;950,00;Beograd ;Opština Novi Beograd ;Blok 63;"59";44.805903;20.3823845
Namešten useljiv stan na Zvezdari ID#2967;400,00;Beograd ;Opština Zvezdara ;Zeleno brdo ;"44";44.7900404;20.5193333
Šumice, 2.0 namešten ID#15174;650,00;Beograd ;Opština Voždovac ;Šumice ;"38";44.7856266;20.4912167
Stepa Stepanović, 2.0 namešten ID#15959;600,00;Beograd ;Opština Voždovac ;Naselje Stepa Stepanović ;"50";44.75355;20.49656
Beograd na vodi, BW Aqua, lux, odmah useljiv ID#25;1.900,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"80,24";44.80488280000001;20.448043
Trosoban sunčan,dvostran stan kod Mašinskog fakult;1.000,00;Beograd ;Opština Palilula ;Mašinski fakultet ;"73";44.8068489;20.4773295
Izdajem stan u Mirijevu 3;230,00;Beograd ;Opština Zvezdara ;Mirijevo ;"28";44.7854051;20.5461547
Kalenić pijaa, renoviran, odličan, za pp, ID 16135;850,00;Beograd ;Opština Vračar ;Kalenić pijaca ;"70";44.8001747;20.475769
2.5 Kanarevo brdo, Srpskih udarnih brigada;550,00;Beograd ;Opština Rakovica ;Kanarevo brdo ;"50";44.7540124;20.4534458
Salonac u predivnom okruženju, Palmotićeva;1.500,00;Beograd ;Opština Stari grad ;Kopitareva gradina ;"115";44.8161847;20.4684071
Banovo brdo, 2.5, 52 m2;500,00;Beograd ;Opština Čukarica ;Banovo brdo ;"52";44.7767729;20.4155629
Pet-friendly, Vračar, Krunska, 50 m2;1.100,00;Beograd ;Opština Vračar ;Krunska ;"50";44.8052638;20.4702672
Centar - Vracar ID#550868;1.800,00;Beograd ;Opština Vračar ;Crveni krst ;"75";44.795856;20.4882292
Zemun, Centar ID#4594;1.000,00;Beograd ;Opština Zemun ;Centar ;"80";34.8325353;-92.1873959
Zvezdara, Đeram - Jedrenska;350,00;Beograd ;Opština Zvezdara ;Đeram pijaca ;"22";44.80133319999999;20.4872266
Lux, kompletno namešten stan, Vojvode Stepe ID#121;1.000,00;Beograd ;Opština Voždovac ;Vojvode Stepe ;"58";44.7608581;20.4848359
Dorćol, 2.0 namešten ID#15958;1.000,00;Beograd ;Opština Stari grad ;Dorćol ;"50";44.8252158;20.460523
Centar,Obilićev venac,1.0,polunamešten ID#86208;650,00;Beograd ;Opština Stari grad ;Centar ;"40";34.8325353;-92.1873959
BGD centar, Despota Stefana, studio 20 kv.;450,00;Beograd ;Opština Palilula ;Bulevar despota Stefana ;"22";44.8172865;20.4790816
Novi Beograd, blok 29, Arsenija Čarnojevića;450,00;Beograd ;Opština Novi Beograd ;Blok 29;"64";44.8157598;20.4171526
Dr Nedeljka Ercegovca, Kalvarija, Zemun ID#1181;800,00;Beograd ;Opština Zemun ;Kalvarija ;"120";54.4156509;23.2236949
Bulevar Arsenija Čarnojevića, Arena, Novi Beograd;800,00;Beograd ;Opština Novi Beograd ;Arena ;"46";null;null
Mirijevo;300,00;Beograd ;Opština Zvezdara ;Mirijevo ;"32";44.7854051;20.5461547
Nov, lux, duplex, penthouse na Vračaru ID 23451;3.000,00;Beograd ;Opština Vračar ;Čubura ;"235";44.7954768;20.4773131
Nov, lux 4,0 stan na Vračaru sa garažom ID 41059;2.500,00;Beograd ;Opština Vračar ;Hram svetog Save ;"118";44.7981382;20.4690468
Dorćol, 2.0 prazan, za PP ID#15956;550,00;Beograd ;Opština Stari grad ;Dorćol ;"42";44.8252158;20.460523
3.0 Zvezdara, lux, sa dva garažna mesta;1.200,00;Beograd ;Opština Zvezdara ;Zvezdarska šuma ;"100";44.8008537;20.5132406
BW ParkView - Panorama - 2.0 - Garaža;1.250,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"55";44.80488280000001;20.448043
Hotel YU, renoviran, lepo sređen, ID 7302;800,00;Beograd ;Opština Novi Beograd ;Hotel Jugoslavija ;"65";44.8295445;20.4201481
Lux penthous u Bulevaru ID#1213;3.000,00;Beograd ;Opština Zvezdara ;Olimp ;"270";null;null
Izdavanje dvosoban stan;480,00;Beograd ;Opština Voždovac ;Braće Jerković ;"55";44.7705535;20.4943111
Slavija, renoviran, može i pp, ID 19872;1.000,00;Beograd ;Opština Vračar ;Slavija ;"62";44.8027838;20.465944
Novi Beograd - Arena Blok 28 ID#451354;700,00;Beograd ;Opština Novi Beograd ;Blok 28;"45";44.8128631;20.4132254
Centar, Hotel Moskva - Balkanska;520,00;Beograd ;Opština Savski venac ;Balkanska ;"40";44.8104372;20.4596223
Voždovac, Šumice ID#4805;650,00;Beograd ;Opština Voždovac ;Šumice ;"56";44.7856266;20.4912167
Jednosoban stan 25m2;300,00;Beograd ;Opština Zvezdara ;Konjarnik ;"25";44.7827202;20.5067648
Stan uFilmskom gradu;500,00;Beograd ;Opština Čukarica ;Filmski grad ;"58";44.7532443;20.4316466
Južni Bulevar, 2.0 namešten ID#15955;850,00;Beograd ;Opština Vračar ;Hram svetog Save ;"59";44.7981382;20.4690468
Centar Majke Jevrosime;950,00;Beograd ;Opština Stari grad ;Centar ;"61";34.8325353;-92.1873959
Cara Dušana;2.500,00;Beograd ;Opština Stari grad ;Cara Dušana ;"174";44.822642;20.4614542
Olimp - Vjekoslava Kovača 71kvm(T);800,00;Beograd ;Opština Zvezdara ;Olimp ;"71";null;null
Dvosoban stan,na kraći ili duži period;1.500,00;Beograd ;Opština Novi Beograd ;Blok 67 (Belvil);"45";44.8054293;20.407693
Izdajem garsonjeru u novogranji „Dunavski venac“;370,00;Beograd ;Opština Palilula ;Krnjača ;"26";44.8475573;20.5185941
Dimitrija Tucovica,Zvezdara,Bulevar,Dvosoban 60kv;550,00;Beograd ;Opština Zvezdara ;Dimitrija Tucovića ;"60";44.801971;20.4914278
Požeška, Banovo Brdo, opremljen, useljiv 1.0 stan;350,00;Beograd ;Opština Čukarica ;Banovo brdo ;"38";44.7767729;20.4155629
Lep stan za izdavanje na duži period;600,00;Beograd ;Opština Novi Beograd ;Blok 63;"55";44.805903;20.3823845
Beograd na vodi Verde,na duzi ili kraci period;1.800,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"57";44.80488280000001;20.448043
Centar 90m lux salonski stan;750,00;Beograd ;Opština Stari grad ;Centar ;"90";34.8325353;-92.1873959
Centar 160m lux salonski sta 6 kancelarija;1.100,00;Beograd ;Opština Stari grad ;Centar ;"160";34.8325353;-92.1873959
Izdajem kompletno namesten stan na Z.vencu;700,00;Beograd ;Opština Stari grad ;Zeleni venac ;"42";44.8120378;20.4582228
Cela Kuca, dvoriste, Parking;400,00;Beograd ;Opština Palilula ;Višnjička Banja ;"120";44.82226;20.534591
Stan Bulevar Kralja Aleksandra 43m2, Parking;530,00;Beograd ;Opština Zvezdara ;Bulevar kralja Aleksandra ;"43";44.7882497;20.5167404
Zemun, novogradnja, funkcionalan, ID 19866;400,00;Beograd ;Opština Zemun ;Save Kovačevića ;"44";44.793881;20.5275571
Stan za izdavanj;350,00;Beograd ;Opština Rakovica ;Petlovo brdo ;"38";44.7220194;20.4242951
Denkova Bašta, Križanićeva, T, lift, cg, namešten;440,00;Beograd ;Opština Zvezdara ;Denkova bašta ;"40";44.7880311;20.5009891
Blok 63, novogradnja, odličan, ID 19870;700,00;Beograd ;Opština Novi Beograd ;Blok 63;"61";44.805903;20.3823845
Lux, Kraljice Natalije, 42 m2;700,00;Beograd ;Opština Savski venac ;Kraljice Natalije ;"42";44.8106002;20.4597294
Dorćol-2.0 renoviran stan;900,00;Beograd ;Opština Stari grad ;Cara Dušana ;"60";44.822642;20.4614542
Konjarnik, Deset avijatičara, 66m2;500,00;Beograd ;Opština Zvezdara ;Konjarnik ;"66";44.7827202;20.5067648
BW - Terra, neuseljavan, garaža, ID 19869;2.300,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"88";44.80488280000001;20.448043
hotel yugoslavija;800,00;Beograd ;Opština Novi Beograd ;Hotel Jugoslavija ;"65";44.8295445;20.4201481
Voždovac, 4.0 sa garažom, id 4552;700,00;Beograd ;Opština Voždovac ;Voždovačka crkva ;"85";44.779525;20.4711979
Врачар 1.5 30м2 повољно;400,00;Beograd ;Opština Vračar ;Crveni krst ;"30";44.795856;20.4882292
Odlican;250,00;Beograd ;Opština Zemun ;Gornji grad ;"30";46.2961712;14.8062347
Autokomanda-1.5 renoviran stan;500,00;Beograd ;Opština Voždovac ;Autokomanda ;"36";44.7902717;20.46634
Zaista predivan stan kod Usca, 75m2;1.100,00;Beograd ;Opština Novi Beograd ;Blok 19a;"75";44.8062034;20.4295152
Izdajem lux namesten stan;450,00;Beograd ;Opština Zvezdara ;Cvetkova pijaca ;"33";44.7929494;20.5037812
Stan na fantastičnoj lokaciji- Hram Svetog Save;3.000,00;Beograd ;Opština Vračar ;Hram svetog Save ;"140";44.7981382;20.4690468
Paviljoni, Institut za majku i dete, 2,5, 51m2;450,00;Beograd ;Opština Novi Beograd ;Paviljoni ;"51";44.8333519;20.4060828
Izdavanje stana na Zvezdari;450,00;Beograd ;Opština Zvezdara ;Olimp ;"50";null;null
Izdajem stan u starom Mirijevu;250,00;Beograd ;Opština Zvezdara ;Mirijevo ;"33";44.7854051;20.5461547
Širi centar - Kanarevo Brdo ID#51822;800,00;Beograd ;Opština Rakovica ;Kanarevo brdo ;"65";44.7540124;20.4534458
Centar - Beograd Na Vodi BW ID#451826;1.000,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"55";44.80488280000001;20.448043
Novi Beograd - Blok 21 Hotel Hajat ID#451825;850,00;Beograd ;Opština Novi Beograd ;Blok 21;"100";44.8145051;20.4303868
Centar - Kneza Milosa ID#51831;1.400,00;Beograd ;Opština Savski venac ;Klinički centar ;"80";43.8691644;18.4156868
Novi Beograd - Dr Ivana Ribara ID#551830;450,00;Beograd ;Opština Novi Beograd ;Blok 61;"45";44.8033864;20.3699008
Novi Beograd - The One ID#51828;1.150,00;Beograd ;Opština Novi Beograd ;Blok 65;"64";44.8126665;20.3980309
Novi Beograd - Belville ID#51850;500,00;Beograd ;Opština Novi Beograd ;Blok 67 (Belvil);"31";44.8054293;20.407693
Novi Beograd - Blok 64 ID#51727;500,00;Beograd ;Opština Novi Beograd ;Blok 64;"90";44.808996;20.3917616
Širi centar - Vozdove Kapije ID#51725;800,00;Beograd ;Opština Voždovac ;Vojvode Stepe ;"55";44.7608581;20.4848359
Novi Beograd - Fontana Opstina ID#51611;700,00;Beograd ;Opština Novi Beograd ;Fontana ;"62";34.0922335;-117.435048
Centar - Beograd Na Vodi BW ID#51584;1.300,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"55";44.80488280000001;20.448043
Centar - Beograd Na Vodi BW ID#51579;1.000,00;Beograd ;Opština Savski venac ;Beograd na vodi ;"55";44.80488280000001;20.448043
Novi Beograd - Blok 61 ID#51338;650,00;Beograd ;Opština Novi Beograd ;Blok 61;"84";44.8033864;20.3699008
Centar - Vracar ID#51346;1.700,00;Beograd ;Opština Vračar ;Kalenić pijaca ;"70";44.8001747;20.475769
Novi Beograd - Blok 63 Novogradnja ID#351348;800,00;Beograd ;Opština Novi Beograd ;Blok 63;"55";44.805903;20.3823845
Širi centar - Dedinje ID#49927;5.000,00;Beograd ;Opština Savski venac ;Dedinje ;"518";44.77406879999999;20.4560195
Širi centar - Vozdovac ID#51835;4.000,00;Beograd ;Opština Voždovac ;Autokomanda ;"400";44.7902717;20.46634
Centar - Slavija ID#50890;1.100,00;Beograd ;Opština Vračar ;Hram svetog Save ;"90";44.7981382;20.4690468
Čukarica, Banovo brdo, Udbinska, 65m2;500,00;Beograd ;Opština Čukarica ;Banovo brdo ;"65";44.7767729;20.4155629
Zemun, Meandri, Sremskih boraca, 100m2;800,00;Beograd ;Opština Zemun ;Meandri ;"100";null;null
Lux, Dedinje, sa tri garažna mesta;2.500,00;Beograd ;Opština Savski venac ;Dedinje ;"148";44.77406879999999;20.4560195
Izdavanje, stan, Sumatovacka, 45m2, ID439;800,00;Beograd ;Opština Vračar ;Južni bulevar ;"45";44.793588;20.4809591
Blok 22, odličan stan, 4.0 ID#1847;1.800,00;Beograd ;Opština Novi Beograd ;Blok 22;"110";44.811609;20.4264583
Odličan stan, Palata pravde, parking ID#1868;1.000,00;Beograd ;Opština Savski venac ;Palata pravde ;"68";44.8050588;20.4539077
Odličan 2.5 stan na Novom Beogradu ID#1905;1.200,00;Beograd ;Opština Novi Beograd ;Tošin bunar ;"70";44.8174406;20.3948763
Lux 2.0 stan u Belville naselju sa parking mestom;900,00;Beograd ;Opština Novi Beograd ;Blok 67a (A blok);"48";44.8061288;20.4015421
Vračar, Karađorđev park, 2.0 ID#1910;1.000,00;Beograd ;Opština Vračar ;Karađorđev park ;"55";44.7956029;20.4661123
Batajnica, 2.0, namešten;380,00;Beograd ;Opština Zemun ;Batajnica ;"60";44.9061323;20.2748158
Slavija, Beogradska, 4.0, 80 m2;1.100,00;Beograd ;Opština Vračar ;Slavija ;"80";44.8027838;20.465944
Kotež, 40m2, 1,5, renoviran, polunamešten, useljiv;350,00;Beograd ;Opština Palilula ;Kotež ;"40";44.85071139999999;20.4697987
Renoviran lux stan u Takovskoj ulici odmah useljiv;800,00;Beograd ;Opština Stari grad ;Takovska ;"54";44.8132855;20.472144
Renoviran odlična lokacija u Zemunu;650,00;Beograd ;Opština Zemun ;Donji grad ;"28";45.5573036;18.7214836
Top stan, Dedinje, novija zgrada ID 2389;850,00;Beograd ;Opština Savski venac ;Dedinje ;"41";44.77406879999999;20.4560195
Slavija, Nemanjina, 70 m2;1.000,00;Beograd ;Opština Vračar ;Slavija ;"70";44.8027838;20.465944
Kompletno renoviran stan;400,00;Beograd ;Opština Novi Beograd ;Blok 37;"38";44.8202941;20.3992782
The One, nov, neuseljavan, garaža, ID 19294;1.150,00;Beograd ;Opština Novi Beograd ;Blok 67a (A blok);"63";44.8061288;20.4015421
Medak-2.0 renoviran stan;400,00;Beograd ;Opština Voždovac ;Medaković padina ;"60";44.7682594;20.5075023
Veliki Mokri Lug;250,00;Beograd ;Opština Zvezdara ;Veliki Mokri Lug ;"60";44.7574333;20.5254314
Čika Ljubina Čika Ljubina Stari grad Beograd Sr...;2.500,00;Beograd ;Opština Stari grad ;Centar ;"185";34.8325353;-92.1873959
Hram -Cuburski park Luks stan 2,0+2 terase 50m2;2.000,00;Beograd ;Opština Vračar ;Hram svetog Save ;"66";44.7981382;20.4690468
Renoviran troiposoban stan u Cvijićevoj, 75m2;1.200,00;Beograd ;Opština Palilula ;Profesorska kolonija ;"75";44.8148751;20.4802817
Bata Lakina, Bogoslovija, Palilula;800,00;Beograd ;Opština Palilula ;Bogoslovija ;"58";44.8151594;20.488473
Marka Todorovića, Mirijevo, Zvezdara;400,00;Beograd ;Opština Zvezdara ;Mirijevo ;"52";44.7854051;20.5461547
Bulevar Arsenija Čarnojevića, Blok 29, Novi Beogra;450,00;Beograd ;Opština Novi Beograd ;Blok 29;"64";44.8157598;20.4171526
Prote Mateje, Vračar;400,00;Beograd ;Opština Vračar ;Centar ;"29";34.8325353;-92.1873959
Stari merkator-2.0 useljiv stan;650,00;Beograd ;Opština Novi Beograd ;Stari Merkator ;"55";44.8280022;20.4125119
Vojvode Stepe, Gostivarska, 80m2 ID#4576;1.000,00;Beograd ;Opština Voždovac ;Vojvode Stepe ;"80";44.7608581;20.4848359
Kneginje Zorke 75m2 ID#4796;1.000,00;Beograd ;Opština Vračar ;Krunski venac ;"75";44.80355309999999;20.4714699
Knez Mihailova, Rajićeva, 90m2 ID#4797;1.500,00;Beograd ;Opština Stari grad ;Knez Mihailova ;"90";44.8177356;20.4569894
Bulevar Zorana Đinđića, 56m2, lux ID#3916;1.700,00;Beograd ;Opština Novi Beograd ;Blok 21;"56";44.8145051;20.4303868
Dimitrja Tucovića 55m2 ID#4798;800,00;Beograd ;Opština Zvezdara ;Vukov Spomenik ;"55";44.8046413;20.4832729
Bežaniska Kosa 2, 130m2 ID#4582;1.100,00;Beograd ;Opština Novi Beograd ;Bežanijska kosa 2;"130";44.8189019;20.3858748
Knez Mihailova, Čika Ljubina, 78m2 ID#4801111;1.200,00;Beograd ;Opština Stari grad ;Knez Mihailova ;"78";44.8177356;20.4569894
