Country,City,Municipali,District,Street,Price,Qm2,struktura,result_num,osm_id,display_na,category,type,latlong,label,label_1,label_2
Serbia,Belgrade,Opstina Vracar,Hram svetog Save,Nikolaja Krasnova,1 500,"160",5+ Broj soba,"0","5459687","Николаја Краснова, Неимар, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.7994117,20.4698484",,,
Serbia,Belgrade,Opstina Vracar,Hram svetog Save,Dubljanska,1 600,"96",30 Broj soba,"0","23073330","Дубљанска, Неимар, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.7959198,20.4709548",,,
Serbia,Belgrade,Opstina Vracar,Kalenic pijaca,Krunska,1 600,"160",40 Broj soba,"0","56693672","Крунска, Чубура, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,secondary,"44.8015667,20.4753787",,,
Serbia,Belgrade,Opstina Vracar,Cvetni trg,Resavska,1 600,"175",5+ Broj soba,"0","545718479","Ресавска, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.8095077,20.4678513",,,
Serbia,Belgrade,Opstina Vracar,Kalenic pijaca,Njegoseva,1 700,"109",30 Broj soba,"0","195576435","Његошева, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.8053466,20.4661102",,,
Serbia,Belgrade,Opstina Vracar,Krunska,Baba Visnjina,1 800,"100",30 Broj soba,"0","897589548","Баба Вишњина, Чубура, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,secondary,"44.8020224,20.4749082",,,
Serbia,Belgrade,Opstina Vracar,Juzni bulevar,Brace Radovanovic,1 800,"144",30 Broj soba,"0","39999164","Браће Радовановић, Црвени крст, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11118, Србија",highway,residential,"44.7931198,20.4818577",,,
Serbia,Belgrade,Opstina Vracar,Hram svetog Save,Stojana Protica,1 800,"168",30 Broj soba,"0","23298073","Стојана Протића, Чубура, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.7965544,20.4721175",,,
Serbia,Belgrade,Opstina Vracar,Juzni bulevar,Brace Radovanovic,1 800,"176",40 Broj soba,"0","39999164","Браће Радовановић, Црвени крст, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11118, Србија",highway,residential,"44.7931198,20.4818577",,,
Serbia,Belgrade,Opstina Vracar,Juzni bulevar,Brace Radovanovic,1 800,"176",45 Broj soba,"0","39999164","Браће Радовановић, Црвени крст, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11118, Србија",highway,residential,"44.7931198,20.4818577",,,
Serbia,Belgrade,Opstina Vracar,Kalenic pijaca,Cara Nikolaja II,2 000,"100",30 Broj soba,"0","693301033","Цара Николаја Другог, Црвени крст, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11118, Србија",highway,secondary,"44.7980335,20.4810229",,,
Serbia,Belgrade,Opstina Vracar,Crveni krst,Kajmakcalanska,2 000,"115",40 Broj soba,"0","518357438","Кајмакчаланска, МЗ Смедеревски Ђерам, Београд (Звездара), Градска општина Звездара, Београд, Град Београд, Централна Србија, 11050, Србија",highway,residential,"44.7984595,20.4885912",,,
Serbia,Belgrade,Opstina Vracar,Hram svetog Save,Stojana Protica,2 000,"192",40 Broj soba,"0","23298073","Стојана Протића, Чубура, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.7965544,20.4721175",,,
Serbia,Belgrade,Opstina Vracar,Hram svetog Save,Internacionalnih brigada,2 400,"169",40 Broj soba,"0","12528320","Интернационалних бригада, Неимар, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.7947809,20.4755028",,,
Serbia,Belgrade,Opstina Vracar,Hram svetog Save,Internacionalnih brigada,2 400,"169",40 Broj soba,"0","12528320","Интернационалних бригада, Неимар, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.7947809,20.4755028",,,
Serbia,Belgrade,Opstina Vracar,Kalenic pijaca,Cara Nikolaja II,2 500,"125",40 Broj soba,"0","693301033","Цара Николаја Другог, Црвени крст, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11118, Србија",highway,secondary,"44.7980335,20.4810229",,,
Serbia,Belgrade,Opstina Vracar,Neimar,Hadzi Melentijeva,2 500,"160",5+ Broj soba,"0","195576482","Хаџи-Мелентијева, Неимар, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.7941809,20.4709961",,,
Serbia,Belgrade,Opstina Vracar,Kalenic pijaca,Novopazarska,2 800,"130",40 Broj soba,"0","23298029","Новопазарска, Чубура, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,residential,"44.7985754,20.4765656",,,
Serbia,Belgrade,Opstina Vracar,Kalenic pijaca,Cara Nikolaja II,3 400,"170",40 Broj soba,"0","693301033","Цара Николаја Другог, Црвени крст, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11118, Србија",highway,secondary,"44.7980335,20.4810229",,,
Serbia,Belgrade,Opstina Vracar,Hram svetog Save,Baba Visnjina,3 500,"188",40 Broj soba,"0","897589548","Баба Вишњина, Чубура, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,secondary,"44.8020224,20.4749082",,,
Serbia,Belgrade,Opstina Vracar,Kalenic pijaca,Baba Visnjina,4 000,"188",40 Broj soba,"0","897589548","Баба Вишњина, Чубура, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11000, Србија",highway,secondary,"44.8020224,20.4749082",,,
Serbia,Belgrade,Opstina Vracar,cubura,Cara Nikolaja II,4 000,"200",40 Broj soba,"0","693301033","Цара Николаја Другог, Црвени крст, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11118, Србија",highway,secondary,"44.7980335,20.4810229",,,
Serbia,Belgrade,Opstina Vracar,Kalenic pijaca,Cara Nikolaja II,4 000,"200",5+ Broj soba,"0","693301033","Цара Николаја Другог, Црвени крст, Београд (Врачар), Градска општина Врачар, Београд, Град Београд, Централна Србија, 11118, Србија",highway,secondary,"44.7980335,20.4810229",,,
